-23.85,-18.75
-24.15,-18.90
-23.85,-18.60
-23.70,-18.60
-23.70,-18.90
-24.15,-18.90
-22.95,-19.35
-23.25,-19.35
-22.95,-18.60
-23.25,-18.30
-24.75,-18.75
-24.00,-18.90
-24.30,-18.30
-24.15,-18.75
-23.25,-19.20
-23.25,-19.05
-23.10,-19.80
-22.80,-18.75
-23.55,-18.45
-23.40,-19.35
-23.25,-19.35
-23.40,-19.05
-23.40,-18.45
-24.45,-18.60
-23.70,-18.45
-24.30,-18.75
-23.55,-18.30
-24.00,-19.35
-22.95,-18.00
-22.50,-19.05
-23.40,-18.75
-23.85,-18.75
-23.70,-18.45
-23.40,-19.50
-23.10,-18.45
-22.95,-18.45
-23.70,-18.60
-22.95,-19.05
-23.10,-18.15
-24.30,-19.65
-23.25,-17.85
-23.55,-18.00
-23.85,-18.15
-23.40,-18.30
-23.85,-18.60
-24.15,-19.05
-22.95,-19.20
-23.25,-19.20
-22.95,-19.20
-24.00,-18.45
-23.25,-19.80
-23.40,-18.45
-24.00,-18.45
-24.15,-18.45
-24.15,-19.50
-24.15,-19.20
-24.15,-19.20
-23.25,-19.50
-23.10,-18.75
-23.10,-19.35
-23.55,-18.90
-23.85,-19.35
-24.00,-19.05
-22.80,-19.05
-24.15,-19.05
-22.95,-19.05
-24.00,-18.30
-23.10,-19.65
-22.80,-18.60
-23.70,-19.50
-24.00,-19.20
-23.55,-19.20
-23.55,-18.90
-23.55,-18.75
-23.85,-18.75
-24.30,-18.90
-23.10,-19.20
-23.85,-18.75
-23.40,-18.60
-23.10,-19.05
-23.40,-18.45
-24.00,-19.20
-23.85,-19.35
-23.55,-18.30
-22.65,-19.05
-23.40,-18.60
-23.70,-19.50
-23.40,-19.20
-23.85,-19.20
-24.90,-18.60
-24.15,-18.75
-24.00,-19.20
-23.10,-19.50
-25.05,-19.35
-23.55,-18.60
-23.10,-19.20
-24.00,-18.45
-24.15,-18.90
-23.10,-19.50
-23.25,-18.90
-23.55,-18.45
-24.60,-18.75
-23.25,-19.20
-23.10,-19.50
-23.70,-19.80
-22.95,-19.80
-23.55,-18.90
-23.55,-19.35
-24.00,-18.15
-24.00,-19.65
-24.00,-19.20
-23.40,-19.35
-23.40,-18.90
-23.25,-19.20
-23.40,-18.60
-24.30,-19.05
-24.60,-19.20
-24.30,-18.75
-23.70,-18.60
-23.40,-19.20
-22.80,-19.35
-23.55,-19.20
-23.25,-19.35
-23.70,-18.45
-23.25,-19.50
-23.25,-18.75
-23.70,-19.65
-24.00,-19.20
-23.70,-19.35
-23.10,-18.90
-23.85,-18.60
-23.70,-19.05
-24.00,-19.50
-23.85,-19.05
-24.15,-18.75
-24.30,-19.20
-24.00,-18.90
-24.15,-18.60
-24.00,-18.30
-23.25,-19.80
-23.55,-19.20
-23.40,-18.75
-23.10,-18.90
-23.85,-19.05
-23.70,-19.05
-23.70,-19.20
-24.00,-18.90
-24.45,-18.75
-23.85,-18.90
-23.55,-19.35
-24.00,-19.20
-24.00,-19.35
-23.55,-18.75
-23.70,-18.90
-23.70,-19.65
-23.55,-18.30
-23.70,-18.90
-24.00,-18.60
-23.70,-19.50
-23.85,-19.50
-23.10,-18.30
-23.55,-18.45
-23.55,-19.50
-23.85,-18.60
-23.10,-19.20
-24.75,-18.75
-24.15,-18.00
-23.85,-19.05
-23.85,-19.80
-23.55,-19.95
-23.70,-19.35
-23.55,-19.95
-24.30,-19.35
-22.50,-19.95
-24.15,-19.65
-23.85,-18.75
-23.70,-18.45
-24.00,-18.75
-23.70,-18.15
-23.85,-19.05
-23.55,-19.20
-23.85,-19.35
-22.95,-18.45
-24.30,-18.15
-23.85,-19.35
-23.85,-18.75
-23.55,-19.05
-23.85,-19.05
-24.00,-19.50
-24.00,-19.20
-23.55,-19.20
-24.00,-19.50
-23.40,-19.35
-23.10,-18.90
-22.95,-18.75
-23.40,-18.45
-23.10,-18.60
-24.45,-17.85
-23.10,-19.35
-23.70,-19.05
-23.85,-18.45
-24.00,-19.50
-24.15,-19.20
-24.00,-18.45
-24.60,-18.45
-23.40,-19.05
-23.10,-18.60
-23.70,-18.90
-24.15,-18.30
-23.55,-19.20
-23.85,-18.90
-23.40,-18.45
-23.70,-19.20
-24.00,-19.05
-23.10,-19.20
-23.25,-19.05
-23.85,-19.05
-23.55,-18.60
-24.00,-18.90
-23.85,-18.90
-23.40,-19.05
-23.10,-18.60
-23.55,-19.05
-23.55,-18.60
-22.95,-19.05
-23.70,-19.05
-24.00,-18.75
-23.25,-19.80
-24.00,-18.90
-23.10,-19.35
-23.70,-18.90
-23.10,-18.90
-24.15,-18.75
-22.50,-18.60
-23.10,-19.50
-23.70,-18.00
-22.95,-19.35
-22.80,-19.65
-23.70,-19.35
-23.40,-19.05
-23.85,-18.60
-22.80,-19.35
-23.55,-19.20
-23.70,-18.15
-23.70,-18.00
-23.85,-18.45
-23.25,-19.05
-23.55,-18.75
-23.70,-19.20
-22.95,-17.55
-22.65,-18.60
-23.40,-18.30
-23.40,-19.50
-23.70,-18.75
-23.40,-19.35
-23.25,-19.05
-22.65,-18.30
-24.00,-19.50
-23.10,-18.30
-23.40,-18.60
-23.25,-19.50
-23.25,-19.65
-23.85,-19.35
-24.00,-18.60
-24.30,-19.35
-23.70,-18.15
-23.70,-18.30
-22.95,-19.35
-24.45,-18.45
-23.85,-19.05
-23.85,-19.05
-23.70,-19.05
-24.60,-18.90
-23.85,-19.05
-23.85,-18.75
-23.85,-18.90
-23.40,-18.90
-23.85,-19.20
-23.10,-18.75
-23.55,-18.45
-23.85,-18.90
-23.40,-19.05
-23.70,-19.05
-24.45,-18.45
-24.75,-18.45
-23.70,-18.90
-23.40,-19.20
-23.55,-18.90
-22.95,-19.35
-23.70,-19.65
-23.40,-18.90
-24.15,-18.60
-23.85,-18.30
-24.15,-18.45
-24.15,-18.90
-23.70,-18.60
-23.40,-19.05
-23.70,-19.05
-23.25,-18.75
-22.95,-19.05
-23.40,-18.30
-23.25,-18.30
-23.70,-18.75
-23.25,-19.20
-24.15,-18.30
-23.40,-18.30
-23.10,-18.30
-24.30,-18.60
-23.85,-18.75
-23.85,-19.20
-24.15,-19.05
-24.15,-19.35
-23.85,-19.80
-22.80,-18.60
-23.85,-18.60
-24.30,-19.05
-24.60,-19.20
-23.10,-18.15
-23.70,-18.30
-22.80,-19.65
-23.85,-19.05
-23.40,-19.05
-24.15,-18.30
-25.05,-18.60
-24.00,-19.05
-24.00,-18.30
-22.80,-18.90
-24.30,-18.90
-23.85,-20.10
-23.85,-18.45
-23.10,-18.60
-23.55,-17.85
-25.80,-12.15
-25.95,-3.90
-27.15,2.70
-29.40,1.20
-29.55,1.95
-31.50,5.10
-36.60,8.70
-39.60,8.55
-42.60,8.85
-44.40,10.05
-48.90,11.40
-57.15,14.85
-66.15,8.85
-74.55,2.40
-79.65,-3.15
-82.95,-6.60
